jurisdiction,metric,year,value,confidence,notes
new-york-city,skills_training_participation,2016,3649,high,"The City of New York, Mayor's Management Report (MMR), Department of Small Business Services chapter, 'Customers enrolled in training' (SBS/Workforce1 industry-informed occupational training and apprenticeship enrollments), Fiscal 2019 MMR retrospective table. NYC fiscal year (Jul-Jun) mapped directly to Mandate's calendar-year label, matching this project's existing NYC MMR convention (see emergency_response_minutes)."
new-york-city,skills_training_participation,2017,3464,high,"Same source/methodology as 2016."
new-york-city,skills_training_participation,2018,3756,high,"Same source/methodology as 2016."
new-york-city,skills_training_participation,2019,2195,high,"Same source/methodology as 2016."
new-york-city,skills_training_participation,2020,2123,high,"The City of New York, Mayor's Management Report, Department of Small Business Services chapter, Fiscal 2024 MMR retrospective table. Same indicator/methodology as 2016-2019."
new-york-city,skills_training_participation,2021,8764,high,"Same source as 2020."
new-york-city,skills_training_participation,2022,6948,high,"Same source as 2020."
new-york-city,skills_training_participation,2023,7218,high,"Same source as 2020; also appears in the Fiscal 2025 MMR retrospective table."
new-york-city,skills_training_participation,2024,7089,high,"The City of New York, Mayor's Management Report, Department of Small Business Services chapter, Fiscal 2025 MMR retrospective table. Same indicator/methodology as prior years."
new-york-city,skills_training_participation,2025,7969,high,"Same source as 2024."
